season,round,driver,driver_points,driver_wins,driver_standings_pos
2000,8,diniz,0.0,0.0,15.0
2000,8,wurz,0.0,0.0,16.0
2000,8,heidfeld,0.0,0.0,18.0
2000,8,mazzacane,0.0,0.0,19.0
2000,8,gene,0.0,0.0,20.0
2000,8,herbert,0.0,0.0,21.0
2000,8,alesi,0.0,0.0,22.0
2000,9,michael_schumacher,56.0,5.0,1.0
2000,9,coulthard,34.0,2.0,2.0
2000,9,hakkinen,32.0,1.0,3.0
2000,9,barrichello,28.0,0.0,4.0
2000,9,fisichella,18.0,0.0,5.0
2000,9,ralf_schumacher,12.0,0.0,6.0
2000,9,villeneuve,5.0,0.0,8.0
2000,9,trulli,5.0,0.0,9.0
2000,9,frentzen,5.0,0.0,7.0
2000,9,irvine,3.0,0.0,10.0
2000,9,salo,3.0,0.0,11.0
2000,9,button,3.0,0.0,12.0
2000,9,verstappen,2.0,0.0,13.0
2000,9,zonta,1.0,0.0,14.0
2000,9,rosa,1.0,0.0,15.0
2000,9,diniz,0.0,0.0,16.0
2000,9,wurz,0.0,0.0,17.0
2000,9,heidfeld,0.0,0.0,18.0
2000,9,mazzacane,0.0,0.0,19.0
2000,9,gene,0.0,0.0,20.0
2000,9,herbert,0.0,0.0,21.0
2000,9,alesi,0.0,0.0,22.0
2000,10,michael_schumacher,56.0,5.0,1.0
2000,10,coulthard,44.0,3.0,2.0
2000,10,hakkinen,38.0,1.0,3.0
2000,10,barrichello,32.0,0.0,4.0
2000,10,fisichella,18.0,0.0,5.0
2000,10,ralf_schumacher,14.0,0.0,6.0
2000,10,villeneuve,8.0,0.0,7.0
2000,10,trulli,6.0,0.0,8.0
2000,10,frentzen,5.0,0.0,9.0
2000,10,button,3.0,0.0,12.0
2000,10,salo,3.0,0.0,11.0
2000,10,irvine,3.0,0.0,10.0
2000,10,verstappen,2.0,0.0,13.0
2000,10,zonta,1.0,0.0,14.0
2000,10,rosa,1.0,0.0,15.0
2000,10,diniz,0.0,0.0,16.0
2000,10,wurz,0.0,0.0,17.0
2000,10,herbert,0.0,0.0,21.0
2000,10,gene,0.0,0.0,20.0
2000,10,heidfeld,0.0,0.0,18.0
2000,10,mazzacane,0.0,0.0,19.0
2000,10,alesi,0.0,0.0,22.0
2000,10,burti,0.0,0.0,0.0
2000,11,michael_schumacher,56.0,5.0,1.0
2000,11,coulthard,50.0,3.0,2.0
2000,11,hakkinen,48.0,2.0,3.0
2000,11,barrichello,36.0,0.0,4.0
2000,11,fisichella,18.0,0.0,5.0
2000,11,ralf_schumacher,14.0,0.0,6.0
2000,11,villeneuve,11.0,0.0,7.0
2000,11,button,5.0,0.0,10.0
2000,11,trulli,6.0,0.0,8.0
2000,11,salo,4.0,0.0,11.0
2000,11,frentzen,5.0,0.0,9.0
2000,11,irvine,3.0,0.0,12.0
2000,11,verstappen,2.0,0.0,13.0
2000,11,rosa,1.0,0.0,15.0
2000,11,zonta,1.0,0.0,14.0
2000,11,diniz,0.0,0.0,16.0
2000,11,wurz,0.0,0.0,17.0
2000,11,herbert,0.0,0.0,18.0
2000,11,gene,0.0,0.0,19.0
2000,11,heidfeld,0.0,0.0,20.0
2000,11,mazzacane,0.0,0.0,21.0
2000,11,alesi,0.0,0.0,22.0
2000,11,burti,0.0,0.0,23.0
2000,12,hakkinen,54.0,2.0,3.0
2000,12,michael_schumacher,56.0,5.0,1.0
2000,12,coulthard,54.0,3.0,2.0
2000,12,barrichello,46.0,1.0,4.0
2000,12,fisichella,18.0,0.0,5.0
2000,12,ralf_schumacher,14.0,0.0,6.0
2000,12,villeneuve,11.0,0.0,7.0
2000,12,button,8.0,0.0,8.0
2000,12,frentzen,5.0,0.0,11.0
2000,12,trulli,6.0,0.0,9.0
2000,12,salo,6.0,0.0,10.0
2000,12,irvine,3.0,0.0,12.0
2000,12,verstappen,2.0,0.0,13.0
2000,12,rosa,2.0,0.0,14.0
2000,12,zonta,1.0,0.0,15.0
2000,12,diniz,0.0,0.0,16.0
2000,12,wurz,0.0,0.0,17.0
2000,12,herbert,0.0,0.0,18.0
2000,12,gene,0.0,0.0,19.0
2000,12,heidfeld,0.0,0.0,20.0
2000,12,mazzacane,0.0,0.0,21.0
2000,12,alesi,0.0,0.0,22.0
2000,12,burti,0.0,0.0,23.0
2000,13,hakkinen,64.0,3.0,1.0
2000,13,michael_schumacher,62.0,5.0,2.0
2000,13,coulthard,58.0,3.0,3.0
2000,13,barrichello,49.0,1.0,4.0
2000,13,ralf_schumacher,16.0,0.0,6.0
2000,13,fisichella,18.0,0.0,5.0
2000,13,villeneuve,11.0,0.0,7.0
2000,13,button,8.0,0.0,8.0
2000,13,frentzen,6.0,0.0,9.0
2000,13,trulli,6.0,0.0,10.0
2000,13,salo,6.0,0.0,11.0
2000,13,irvine,3.0,0.0,12.0
2000,13,verstappen,2.0,0.0,13.0
2000,13,rosa,2.0,0.0,14.0
2000,13,zonta,1.0,0.0,15.0
2000,13,diniz,0.0,0.0,16.0
2000,13,herbert,0.0,0.0,18.0
2000,13,wurz,0.0,0.0,17.0
2000,13,gene,0.0,0.0,19.0
2000,13,heidfeld,0.0,0.0,20.0
2000,13,mazzacane,0.0,0.0,21.0
2000,13,alesi,0.0,0.0,22.0
2000,13,burti,0.0,0.0,23.0
2000,14,hakkinen,74.0,4.0,1.0
2000,14,michael_schumacher,68.0,5.0,2.0
2000,14,coulthard,61.0,3.0,3.0
2000,14,barrichello,49.0,1.0,4.0
2000,14,ralf_schumacher,20.0,0.0,5.0
2000,14,fisichella,18.0,0.0,6.0
2000,14,villeneuve,11.0,0.0,7.0
2000,14,button,10.0,0.0,8.0
2000,14,frentzen,7.0,0.0,9.0
2000,14,trulli,6.0,0.0,10.0
2000,14,salo,6.0,0.0,11.0
2000,14,verstappen,2.0,0.0,13.0
2000,14,irvine,3.0,0.0,12.0
2000,14,wurz,0.0,0.0,18.0
2000,14,zonta,1.0,0.0,15.0
2000,14,rosa,2.0,0.0,14.0
2000,14,diniz,0.0,0.0,16.0
2000,14,herbert,0.0,0.0,17.0
2000,14,gene,0.0,0.0,19.0
2000,14,heidfeld,0.0,0.0,20.0
2000,14,mazzacane,0.0,0.0,21.0
2000,14,alesi,0.0,0.0,22.0
2000,14,burti,0.0,0.0,23.0
2000,15,michael_schumacher,78.0,6.0,2.0
2000,15,hakkinen,80.0,4.0,1.0
2000,15,coulthard,61.0,3.0,3.0
2000,15,barrichello,49.0,1.0,4.0
2000,15,ralf_schumacher,24.0,0.0,5.0
2000,15,fisichella,18.0,0.0,6.0
2000,15,villeneuve,11.0,0.0,7.0
2000,15,frentzen,7.0,0.0,9.0
2000,15,button,10.0,0.0,8.0
2000,15,trulli,6.0,0.0,10.0
2000,15,salo,6.0,0.0,11.0
2000,15,verstappen,5.0,0.0,12.0
2000,15,irvine,3.0,0.0,13.0
2000,15,zonta,2.0,0.0,15.0
2000,15,wurz,2.0,0.0,14.0
2000,15,rosa,2.0,0.0,16.0
2000,15,diniz,0.0,0.0,17.0
2000,15,herbert,0.0,0.0,18.0
2000,15,gene,0.0,0.0,19.0
2000,15,heidfeld,0.0,0.0,20.0
2000,15,mazzacane,0.0,0.0,21.0
2000,15,alesi,0.0,0.0,22.0
2000,15,burti,0.0,0.0,23.0
2000,16,michael_schumacher,88.0,7.0,1.0
2000,16,hakkinen,80.0,4.0,2.0
2000,16,coulthard,63.0,3.0,3.0
2000,16,barrichello,55.0,1.0,4.0
2000,16,ralf_schumacher,24.0,0.0,5.0
2000,16,fisichella,18.0,0.0,6.0
2000,16,villeneuve,14.0,0.0,7.0
2000,16,button,10.0,0.0,9.0
2000,16,frentzen,11.0,0.0,8.0
2000,16,trulli,6.0,0.0,10.0
2000,16,salo,6.0,0.0,11.0
2000,16,verstappen,5.0,0.0,12.0
2000,16,irvine,3.0,0.0,13.0
2000,16,zonta,3.0,0.0,14.0
2000,16,wurz,2.0,0.0,15.0
2000,16,rosa,2.0,0.0,16.0
2000,16,herbert,0.0,0.0,18.0
2000,16,diniz,0.0,0.0,17.0
2000,16,gene,0.0,0.0,19.0
2000,16,heidfeld,0.0,0.0,20.0
2000,16,mazzacane,0.0,0.0,21.0
2000,16,alesi,0.0,0.0,22.0
2000,16,burti,0.0,0.0,23.0
2000,17,michael_schumacher,98.0,8.0,1.0
2000,17,hakkinen,86.0,4.0,2.0
2000,17,coulthard,67.0,3.0,3.0
2000,17,barrichello,58.0,1.0,4.0
2000,17,ralf_schumacher,24.0,0.0,5.0
2000,17,fisichella,18.0,0.0,6.0
2000,17,villeneuve,15.0,0.0,7.0
2000,17,button,12.0,0.0,8.0
2000,17,frentzen,11.0,0.0,9.0
2000,17,trulli,6.0,0.0,10.0
2000,17,salo,6.0,0.0,11.0
2000,17,verstappen,5.0,0.0,12.0
2000,17,irvine,3.0,0.0,13.0
2000,17,zonta,3.0,0.0,14.0
2000,17,wurz,2.0,0.0,15.0
2000,17,rosa,2.0,0.0,16.0
2000,17,herbert,0.0,0.0,17.0
2000,17,diniz,0.0,0.0,18.0
2000,17,gene,0.0,0.0,19.0
2000,17,heidfeld,0.0,0.0,20.0
2000,17,mazzacane,0.0,0.0,21.0
2000,17,alesi,0.0,0.0,22.0
2000,17,burti,0.0,0.0,23.0
2001,1,michael_schumacher,0.0,0.0,0.0
2001,1,coulthard,0.0,0.0,0.0
2001,1,barrichello,0.0,0.0,0.0
2001,1,heidfeld,0.0,0.0,0.0
2001,1,frentzen,0.0,0.0,0.0
2001,1,raikkonen,0.0,0.0,0.0
2001,1,panis,0.0,0.0,0.0
2001,1,burti,0.0,0.0,0.0
2001,1,alesi,0.0,0.0,0.0
2001,1,verstappen,0.0,0.0,0.0
2001,1,irvine,0.0,0.0,0.0
2001,1,alonso,0.0,0.0,0.0
2001,1,fisichella,0.0,0.0,0.0
2001,2,michael_schumacher,10.0,1.0,1.0
2001,2,barrichello,4.0,0.0,3.0
2001,2,coulthard,6.0,0.0,2.0
2001,2,frentzen,2.0,0.0,5.0
2001,2,heidfeld,3.0,0.0,4.0
2001,2,ralf_schumacher,0.0,0.0,0.0
2001,2,hakkinen,0.0,0.0,0.0
2001,2,raikkonen,1.0,0.0,6.0
2001,2,verstappen,0.0,0.0,10.0
2001,2,panis,0.0,0.0,7.0
2001,2,burti,0.0,0.0,8.0
2001,2,trulli,0.0,0.0,0.0
2001,2,alesi,0.0,0.0,9.0
2001,2,button,0.0,0.0,0.0
2001,2,irvine,0.0,0.0,11.0
2001,2,alonso,0.0,0.0,12.0
2001,2,mazzacane,0.0,0.0,0.0
2001,2,fisichella,0.0,0.0,13.0
2001,2,marques,0.0,0.0,0.0
2001,3,michael_schumacher,20.0,2.0,1.0
2001,3,coulthard,10.0,0.0,3.0
2001,3,barrichello,10.0,0.0,2.0
2001,3,heidfeld,3.0,0.0,5.0
2001,3,frentzen,5.0,0.0,4.0
2001,3,panis,0.0,0.0,10.0
2001,3,trulli,0.0,0.0,12.0
2001,3,ralf_schumacher,2.0,0.0,6.0
2001,3,fisichella,0.0,0.0,18.0
2001,3,hakkinen,1.0,0.0,7.0
2001,3,raikkonen,1.0,0.0,8.0
2001,3,verstappen,0.0,0.0,9.0
2001,3,villeneuve,0.0,0.0,0.0
2001,3,alesi,0.0,0.0,13.0
2001,3,burti,0.0,0.0,11.0
2001,3,marques,0.0,0.0,19.0
2001,3,button,0.0,0.0,14.0
2001,3,irvine,0.0,0.0,15.0
2001,3,alonso,0.0,0.0,16.0
2001,3,mazzacane,0.0,0.0,17.0
2001,4,michael_schumacher,26.0,2.0,1.0
2001,4,coulthard,20.0,1.0,2.0
2001,4,barrichello,10.0,0.0,3.0
2001,4,ralf_schumacher,2.0,0.0,8.0
2001,4,heidfeld,7.0,0.0,4.0
2001,4,frentzen,5.0,0.0,5.0
2001,4,hakkinen,1.0,0.0,10.0
2001,4,trulli,2.0,0.0,7.0
2001,4,panis,3.0,0.0,6.0
2001,4,fisichella,1.0,0.0,9.0
2001,4,raikkonen,1.0,0.0,11.0
2001,4,verstappen,0.0,0.0,12.0
2001,4,villeneuve,0.0,0.0,13.0
2001,4,alesi,0.0,0.0,14.0
2001,4,burti,0.0,0.0,15.0
2001,4,marques,0.0,0.0,16.0
2001,4,button,0.0,0.0,17.0
2001,4,bernoldi,0.0,0.0,0.0
2001,4,irvine,0.0,0.0,18.0
2001,4,alonso,0.0,0.0,19.0
2001,4,mazzacane,0.0,0.0,20.0
2001,5,michael_schumacher,26.0,2.0,1.0
2001,5,coulthard,26.0,1.0,2.0
2001,5,barrichello,14.0,0.0,3.0
2001,5,ralf_schumacher,12.0,1.0,4.0
2001,5,heidfeld,7.0,0.0,5.0
2001,5,trulli,4.0,0.0,8.0
2001,5,montoya,0.0,0.0,0.0
2001,5,frentzen,6.0,0.0,6.0
2001,5,villeneuve,0.0,0.0,13.0
2001,5,hakkinen,4.0,0.0,7.0
2001,5,panis,3.0,0.0,9.0
2001,5,raikkonen,1.0,0.0,11.0
2001,5,fisichella,1.0,0.0,10.0
2001,5,verstappen,0.0,0.0,12.0
2001,5,alesi,0.0,0.0,14.0
2001,5,burti,0.0,0.0,15.0
2001,5,marques,0.0,0.0,16.0
2001,5,button,0.0,0.0,17.0
2001,5,bernoldi,0.0,0.0,18.0
2001,5,irvine,0.0,0.0,19.0
2001,5,alonso,0.0,0.0,20.0
2001,5,mazzacane,0.0,0.0,21.0
2001,6,michael_schumacher,36.0,3.0,1.0
2001,6,coulthard,28.0,1.0,2.0
2001,6,barrichello,14.0,0.0,3.0
2001,6,ralf_schumacher,12.0,1.0,4.0
2001,6,heidfeld,8.0,0.0,5.0
2001,6,trulli,7.0,0.0,6.0
2001,6,montoya,6.0,0.0,7.0
2001,6,frentzen,6.0,0.0,8.0
2001,6,panis,3.0,0.0,11.0
2001,6,villeneuve,4.0,0.0,9.0
2001,6,raikkonen,1.0,0.0,12.0
2001,6,hakkinen,4.0,0.0,10.0
2001,6,verstappen,0.0,0.0,14.0
2001,6,fisichella,1.0,0.0,13.0
2001,6,irvine,0.0,0.0,20.0
2001,6,alesi,0.0,0.0,15.0
2001,6,burti,0.0,0.0,16.0
2001,6,marques,0.0,0.0,17.0
2001,6,button,0.0,0.0,18.0
2001,6,bernoldi,0.0,0.0,19.0
2001,6,alonso,0.0,0.0,21.0
2001,6,mazzacane,0.0,0.0,22.0
2001,7,michael_schumacher,42.0,3.0,1.0
2001,7,coulthard,38.0,2.0,2.0
2001,7,barrichello,18.0,0.0,3.0
2001,7,ralf_schumacher,12.0,1.0,4.0
2001,7,heidfeld,8.0,0.0,5.0
2001,7,villeneuve,4.0,0.0,10.0
2001,7,trulli,7.0,0.0,6.0
2001,7,montoya,6.0,0.0,7.0
2001,7,frentzen,6.0,0.0,8.0
2001,7,panis,5.0,0.0,9.0
2001,7,irvine,0.0,0.0,15.0
2001,7,raikkonen,4.0,0.0,11.0
2001,7,hakkinen,4.0,0.0,12.0
2001,7,verstappen,1.0,0.0,13.0
2001,7,alesi,0.0,0.0,16.0
2001,7,fisichella,1.0,0.0,14.0
2001,7,button,0.0,0.0,19.0
2001,7,burti,0.0,0.0,17.0
2001,7,bernoldi,0.0,0.0,20.0
2001,7,marques,0.0,0.0,18.0
2001,7,alonso,0.0,0.0,21.0
2001,7,mazzacane,0.0,0.0,22.0
2001,8,michael_schumacher,52.0,4.0,1.0
2001,8,coulthard,40.0,2.0,2.0
2001,8,barrichello,24.0,0.0,3.0
2001,8,ralf_schumacher,12.0,1.0,4.0
2001,8,heidfeld,8.0,0.0,5.0
2001,8,hakkinen,4.0,0.0,13.0
2001,8,villeneuve,7.0,0.0,6.0
2001,8,raikkonen,4.0,0.0,12.0
2001,8,trulli,7.0,0.0,7.0
2001,8,montoya,6.0,0.0,8.0
2001,8,frentzen,6.0,0.0,9.0
2001,8,panis,5.0,0.0,10.0
2001,8,irvine,4.0,0.0,11.0
2001,8,alesi,1.0,0.0,15.0
2001,8,verstappen,1.0,0.0,14.0
2001,8,fisichella,1.0,0.0,16.0
2001,8,rosa,0.0,0.0,0.0
2001,8,button,0.0,0.0,17.0
2001,8,zonta,0.0,0.0,0.0
2001,8,burti,0.0,0.0,18.0
2001,8,marques,0.0,0.0,20.0
2001,8,bernoldi,0.0,0.0,19.0
2001,8,alonso,0.0,0.0,21.0
2001,8,mazzacane,0.0,0.0,22.0
2001,9,michael_schumacher,58.0,4.0,1.0
2001,9,coulthard,40.0,2.0,2.0
2001,9,barrichello,24.0,0.0,3.0
2001,9,ralf_schumacher,22.0,2.0,4.0
2001,9,montoya,6.0,0.0,10.0
2001,9,hakkinen,8.0,0.0,6.0
2001,9,heidfeld,8.0,0.0,5.0
2001,9,villeneuve,7.0,0.0,7.0
2001,9,raikkonen,7.0,0.0,8.0
2001,9,trulli,7.0,0.0,9.0
2001,9,frentzen,6.0,0.0,11.0
2001,9,panis,5.0,0.0,12.0
2001,9,irvine,4.0,0.0,13.0
2001,9,alesi,3.0,0.0,14.0
2001,9,verstappen,1.0,0.0,15.0
2001,9,rosa,1.0,0.0,17.0
2001,9,fisichella,1.0,0.0,16.0
2001,9,button,0.0,0.0,18.0
2001,9,zonta,0.0,0.0,19.0
2001,9,burti,0.0,0.0,20.0
2001,9,marques,0.0,0.0,21.0
2001,9,bernoldi,0.0,0.0,22.0
2001,9,alonso,0.0,0.0,23.0
2001,9,mazzacane,0.0,0.0,24.0
2001,10,michael_schumacher,68.0,5.0,1.0
2001,10,coulthard,44.0,2.0,2.0
2001,10,ralf_schumacher,25.0,2.0,4.0
2001,10,barrichello,26.0,0.0,3.0
2001,10,montoya,12.0,0.0,5.0
2001,10,heidfeld,8.0,0.0,7.0
2001,10,hakkinen,9.0,0.0,6.0
2001,10,trulli,7.0,0.0,10.0
2001,10,villeneuve,7.0,0.0,8.0
2001,10,raikkonen,7.0,0.0,9.0
2001,10,frentzen,6.0,0.0,11.0
2001,10,panis,5.0,0.0,12.0
2001,10,irvine,4.0,0.0,13.0
2001,10,alesi,3.0,0.0,14.0
2001,10,verstappen,1.0,0.0,15.0
2001,10,rosa,1.0,0.0,16.0
2001,10,fisichella,1.0,0.0,17.0
2001,10,button,0.0,0.0,18.0
2001,10,zonta,0.0,0.0,19.0
2001,10,burti,0.0,0.0,20.0
2001,10,marques,0.0,0.0,21.0
2001,10,bernoldi,0.0,0.0,22.0
2001,10,alonso,0.0,0.0,23.0
2001,10,mazzacane,0.0,0.0,24.0
2001,11,michael_schumacher,78.0,6.0,1.0
2001,11,coulthard,47.0,2.0,2.0
2001,11,barrichello,30.0,0.0,4.0
2001,11,ralf_schumacher,31.0,2.0,3.0
2001,11,hakkinen,9.0,0.0,7.0
2001,11,montoya,12.0,0.0,5.0
2001,11,heidfeld,9.0,0.0,6.0
2001,11,raikkonen,7.0,0.0,10.0
2001,11,trulli,9.0,0.0,8.0
2001,11,villeneuve,7.0,0.0,9.0
2001,11,frentzen,6.0,0.0,11.0
2001,11,panis,5.0,0.0,12.0
2001,11,irvine,4.0,0.0,13.0
2001,11,alesi,3.0,0.0,14.0
2001,11,verstappen,1.0,0.0,15.0
2001,11,rosa,1.0,0.0,16.0
2001,11,fisichella,1.0,0.0,17.0
2001,11,button,0.0,0.0,18.0
2001,11,zonta,0.0,0.0,19.0
2001,11,burti,0.0,0.0,20.0
2001,11,marques,0.0,0.0,21.0
2001,11,bernoldi,0.0,0.0,22.0
2001,11,alonso,0.0,0.0,23.0
2001,11,mazzacane,0.0,0.0,24.0
2001,12,michael_schumacher,84.0,6.0,1.0
2001,12,coulthard,47.0,2.0,2.0
2001,12,ralf_schumacher,31.0,2.0,4.0
2001,12,barrichello,34.0,0.0,3.0
2001,12,hakkinen,19.0,1.0,5.0
2001,12,montoya,15.0,0.0,6.0
2001,12,villeneuve,7.0,0.0,10.0
2001,12,heidfeld,10.0,0.0,7.0
2001,12,raikkonen,9.0,0.0,8.0
2001,12,trulli,9.0,0.0,9.0
2001,12,frentzen,6.0,0.0,11.0
2001,12,panis,5.0,0.0,12.0
2001,12,irvine,4.0,0.0,13.0
2001,12,fisichella,1.0,0.0,17.0
2001,12,alesi,3.0,0.0,14.0
2001,12,button,0.0,0.0,18.0
2001,12,verstappen,1.0,0.0,15.0
2001,12,rosa,1.0,0.0,16.0
2001,12,zonta,0.0,0.0,19.0
2001,12,burti,0.0,0.0,20.0
2001,12,bernoldi,0.0,0.0,22.0
2001,12,marques,0.0,0.0,21.0
2001,12,alonso,0.0,0.0,23.0
2001,12,mazzacane,0.0,0.0,24.0
2001,13,michael_schumacher,84.0,6.0,1.0
2001,13,coulthard,47.0,2.0,2.0
2001,13,barrichello,40.0,0.0,4.0
2001,13,ralf_schumacher,41.0,3.0,3.0
2001,13,hakkinen,19.0,1.0,5.0
2001,13,montoya,15.0,0.0,6.0
2001,13,villeneuve,11.0,0.0,7.0
2001,13,heidfeld,10.0,0.0,8.0
2001,13,raikkonen,9.0,0.0,9.0
2001,13,trulli,9.0,0.0,10.0
2001,13,frentzen,6.0,0.0,11.0
2001,13,panis,5.0,0.0,12.0
2001,13,irvine,4.0,0.0,13.0
2001,13,fisichella,4.0,0.0,14.0
2001,13,alesi,4.0,0.0,15.0
2001,13,button,2.0,0.0,16.0
2001,13,verstappen,1.0,0.0,17.0
2001,13,rosa,1.0,0.0,18.0
